Ensemble_IDs,SRR3133925_nodiff_rep1,SRR3133926_nodiff_rep2,SRR3133927_nodiff_rep3,SRR3133928_diff_rep1,SRR3133929_diff_rep2,SRR3133930_diff_rep3
ENSG00000187634,5.41268078279335,4.92923842163861,4.51818622671863,1.64194350426896,-0.0709222960827711,-1.58013311840496
ENSG00000188976,8.24956589913343,8.28498693583196,8.18921113093112,7.25417704320894,7.37367851762873,7.33614446497126
ENSG00000187961,6.11766108297225,6.20049171939646,6.00823043968538,4.50034249013997,4.72609068175337,4.73577118885463
ENSG00000187583,0.979874927222022,0.809586626677521,0.685711197467114,-0.860556836260221,-0.518381273053992,-0.732136211850014
ENSG00000187642,0.318291144897953,0.401121781322163,-0.0355727744668225,-1.16541141778864,-1.31484787896886,-1.78658399587239
ENSG00000188290,4.08960052888757,4.0853284726069,3.90725870221081,4.0255751991815,3.98989370510183,4.06564538350079
ENSG00000187608,0.686678550877976,0.55049940536039,0.309562711581865,1.94679808579738,1.87185283522428,1.65252763838531
ENSG00000188157,8.60108473951029,8.64117586080563,8.28550212348052,8.58169554817846,8.88010332580383,8.80738164832308
ENSG00000131591,5.36427413560741,5.41499003382618,5.18228670403919,4.90825762394532,4.77596099016147,5.04727916844115
ENSG00000186827,1.30511575615022,1.30626259498072,1.13001329125115,-2.93094616415162,-3.24084729752508,-2.67966879195588
ENSG00000078808,7.37593833171273,7.42772067005398,7.10010185188092,8.69211226125405,7.55827239627447,7.46262064257223
ENSG00000176022,6.23346434545159,6.22570450742287,6.10977420425482,6.15492459118299,6.07067398230105,6.12446222922744
ENSG00000184163,0.0287845277029683,0.111615164127178,0.369683704019436,0.62976879032286,0.319867656949395,0.185401627958014
ENSG00000160087,6.46359806072058,6.47813166765224,6.30620146350252,6.00628050982786,6.18415874395985,6.24387093252819
ENSG00000162572,3.7585185526381,3.91208370059954,3.61606076589962,3.7042277825233,3.40012061292481,3.45255550030121
ENSG00000131584,7.69696039667311,7.85801751390147,7.6910596415839,6.84153337404223,7.16408136303828,7.13250851355857
ENSG00000169972,3.96109772019139,4.06063123540837,3.73511343754338,3.02789651109162,3.41163919739308,3.34902664104459
ENSG00000127054,7.19223853288377,7.24021101981081,7.07605637791427,6.96053378181936,6.90610316140698,7.02101862041552
ENSG00000224051,4.97676231535469,4.98499091704905,4.69308318612347,5.27166745599687,5.32976742423611,5.21947230404771
ENSG00000169962,0.369821445538035,0.174350919475141,0.309562711581865,0.724405664460935,1.03713744977468,0.955919781835246
ENSG00000107404,6.75458626473732,6.80494723461783,6.58825929548871,6.475471455672,6.41414667543863,6.33355416864229
ENSG00000162576,4.99738732768293,5.13644701710711,4.79252081386641,8.63938393687918,8.28065499634052,8.16593326512503
ENSG00000175756,6.76484815557478,6.75065433760413,6.67569887965541,6.46694234397915,6.39831249758489,6.36042518996895
ENSG00000221978,8.4948496564673,8.60231007744893,8.50411002424036,8.60985994643989,8.46711570727584,8.62011161090266
ENSG00000242485,6.3374269318401,6.27395054085705,6.35535141301207,6.16761235378679,6.07701750086687,6.12169314000709
ENSG00000235098,-0.177666349764458,-0.25095491525753,-0.601169950321048,1.37648236104063,1.53525669054808,1.73214480644868
ENSG00000205116,-0.708181066463238,-0.736381742427772,-1.15756329884543,-0.123591242094015,0.36796194515044,0.535344099014972
ENSG00000179403,3.62173981917766,3.71515909059006,3.46578029360358,5.9681085920428,5.31450874111075,5.25191296766266
ENSG00000215915,-0.33378555168174,0.401121781322163,-0.290829829708897,1.19006923680975,0.846615543725256,1.08283189431747
ENSG00000160072,6.01721675230967,6.10408149144177,5.85891728979578,5.3755712810982,5.57741531077939,5.64804423176433
ENSG00000197785,5.77473890509643,5.70523452697879,5.66111285609961,4.74853393535383,4.95390955689716,4.77154231987645
ENSG00000205090,2.55373971905985,2.87242750024775,2.70334109148891,3.66300511979679,3.38266844396547,3.42286936975656
ENSG00000160075,6.65489913509043,6.60738137972183,6.54979583323545,6.36688720425944,6.37643649025395,6.37289925884828
ENSG00000228594,4.98504773678276,4.9607248320492,4.62687909756341,5.04518830868004,4.81768567267653,4.94656172713701
ENSG00000197530,5.93834431008747,6.1191097006741,5.7766479027626,6.0109817605571,5.85454972526747,5.85671720445872
ENSG00000189409,-2.00363694998941,-3.05830983731513,-1.78559452145847,0.238978837290693,0.0519344517027627,0.490256209486434
ENSG00000248333,6.31459771225405,6.34555433929166,6.23828581490358,6.17496234441954,6.18583678432454,6.09934698110048
ENSG00000189339,7.02099905380549,7.1213504907299,6.97807055025192,6.53380377485167,6.76224891777897,6.7600137047751
ENSG00000008128,2.8452704615127,2.90053283792811,2.56875505112126,2.48183536118686,2.40876816153833,2.64740260620744
ENSG00000215790,4.47504075759253,4.55787139401674,4.41139872318201,4.52026494768071,4.34861659543101,4.36628584139019
ENSG00000008130,6.4943962781785,6.57722691460271,6.37106317348634,6.2799686519223,6.21324632284037,6.31104300634958
ENSG00000078369,9.87423973052017,9.91377247124732,9.86802413467293,9.96057175497303,9.96869745214204,10.0390169686619
ENSG00000169885,-1.21514105518312,-0.625350430039028,-0.852708717317012,1.19006923680975,0.414504531087471,0.443713623549404
ENSG00000178821,2.00453698145629,1.81943441263387,1.46921937757035,3.10906951469626,2.65154372838832,2.87492005972176
ENSG00000142609,0.318291144897953,0.0460268224996015,0.181238614606326,-1.55243454089789,-0.60857908202557,-0.62904271888591
ENSG00000187730,2.58677998082385,2.70191110915138,2.22257940998723,0.580015755125761,1.78595276181863,1.14233290606613
ENSG00000067606,5.29098379890222,5.42308598683899,5.3520952886938,5.08139902626821,5.24054852662904,5.17386355628908
ENSG00000162585,6.24816819916708,6.24227152248084,6.02935201315059,6.55166014395624,6.35496962103077,6.29228525994642
ENSG00000157933,6.65684521682556,6.6895474627808,6.550607704411,6.80613213616213,6.94774154818226,6.88120989736746
ENSG00000116151,4.08960052888757,4.11361751703833,3.5910242149623,3.96871286222582,3.86139089640565,3.96624691999714
ENSG00000157916,6.74058531690289,6.75835386243502,6.73117995005283,7.31008361029514,6.98773092375766,7.10239336175513
ENSG00000157911,4.48383770582969,4.42550593994912,4.20824449391485,4.44235403245677,4.1324528990833,4.16223246350383
ENSG00000149527,6.34065895792641,6.50202299689731,6.37656789892177,3.06453835472589,4.40156547537997,4.77859133247097
ENSG00000157881,5.44907228766901,5.50469571574726,5.41229230948552,4.71146660875344,4.80682195386623,4.83603104632816
ENSG00000157873,-0.105516564008623,0.174350919475141,-0.290829829708897,0.301714592638656,-0.136510637710348,0.443713623549404
ENSG00000157870,6.04125387966519,6.1211016858589,5.84971136495232,6.2374752467003,6.28780215479317,6.10496605360164
ENSG00000142606,1.98814254320562,1.73870314052101,1.44147438708745,2.82927478231489,2.97249998420836,3.04825166260732
ENSG00000215912,0.765750121869174,0.642129880825958,0.482894314467427,0.173390495663117,-0.704794397284874,-0.442629594655029
ENSG00000130762,3.26825046239836,3.24547091086197,3.01706870527441,1.25492038115971,1.78595276181863,1.78910069126076
ENSG00000162591,5.03777331093022,5.15016840489657,5.08924714521142,4.13298814160248,5.13853106954618,4.9856671252293
ENSG00000158109,5.56690877796287,5.64004756864215,5.6444778233157,6.08864456420626,5.57485620582298,5.73637470069815
ENSG00000116213,6.44569931422248,6.50660177368192,6.39657407573858,5.85106917085258,6.06338992749205,6.15908492749262
ENSG00000078900,4.55234648375998,4.58410293558992,4.36415259804621,2.91203266763671,3.61464414557679,3.67536761474342
ENSG00000162592,0.0915202830509309,0.401121781322163,0.427399201875723,0.896872860465701,1.23164047393766,1.11288912817365
ENSG00000235169,1.57035443291074,1.87714991049016,1.38433047998384,2.7750317375309,2.60213153426324,2.66779439503862
ENSG00000130764,6.69459415858174,6.70556644807559,6.66299112096703,6.43231253755637,6.45298809495743,6.39370772112818
